prompts,input_tokens,output_tokens,total_time,load_time,prompt_eval_time,output_eval_time,prompt_complexity,prompt_length,output_length,device
1,88,658,40815.953875,41.224875,636.855666,40137.341375,easy,long,long,M3
1,89,4,980.488208,44.75225,773.724459,161.420333,easy,long,short,M3
1,88,479,29936.417083,40.984083,618.714792,29276.266375,easy,long,long,M3
1,93,4,1069.611666,54.657083,847.050125,167.044959,easy,long,short,M3
1,92,550,37349.484541,45.399583,639.768083,36663.785375,easy,long,long,M3
1,92,8,1223.857959,47.684292,793.050791,382.422834,easy,long,short,M3
1,91,697,46667.40025,43.032709,633.047167,45990.759417,easy,long,long,M3
1,81,15,1654.519041,46.763083,810.212833,797.043209,easy,long,short,M3
1,80,748,49829.643167,46.702292,640.772208,49141.768667,easy,long,long,M3
1,94,28,2379.117667,42.266375,844.32475,1491.71125,easy,long,short,M3
1,93,571,38205.039542,42.201917,715.470875,37446.872417,easy,long,long,M3
1,82,5,1132.270416,48.020333,863.423333,220.371417,easy,long,short,M3
1,81,614,41860.155375,41.20275,629.331791,41189.202459,easy,long,long,M3
1,89,6,1209.083542,47.271167,884.352208,276.979292,easy,long,short,M3
1,88,636,45338.770875,43.602625,655.106667,44639.502708,easy,long,long,M3
1,85,7,1300.210917,65.681792,878.14825,354.467958,easy,long,short,M3
1,84,561,38117.813375,42.953458,631.382084,37442.994375,easy,long,long,M3
1,92,6,1128.529333,50.05125,800.652416,276.103209,easy,long,short,M3
1,91,530,36329.917583,41.16975,649.051792,35639.241208,easy,long,long,M3
1,91,4,1116.959875,55.427292,892.495208,167.350292,easy,long,short,M3
1,90,597,42883.987292,45.803542,649.131083,42188.548584,easy,long,long,M3
1,87,4,1333.218167,52.572125,1110.128458,169.272792,easy,long,short,M3
1,86,606,44302.387292,45.827625,718.078125,43537.981333,easy,long,long,M3
1,94,10,1464.57175,44.125,924.718667,494.553375,easy,long,short,M3
1,93,422,28038.049916,42.272166,643.582042,27351.593583,easy,long,long,M3
1,83,12,1442.744416,41.850125,795.5535,604.633958,easy,long,short,M3
1,82,692,42498.885166,41.890583,634.099167,41822.459,easy,long,long,M3
1,80,12,1503.461958,44.137708,814.662125,644.094833,easy,long,short,M3
1,79,522,31809.764084,41.809542,670.563584,31097.04075,easy,long,long,M3
1,93,3,892.368833,43.315208,740.163334,108.221416,easy,long,short,M3
1,92,784,48754.505209,41.444334,613.71175,48098.88,easy,long,long,M3
1,86,8,1213.590958,41.737958,792.398459,378.410125,easy,long,short,M3
1,85,511,31660.783917,41.591,650.861167,30967.806708,easy,long,long,M3
1,86,19,1765.267083,42.198875,754.512,967.890708,easy,long,short,M3
1,85,719,44163.198542,41.295667,625.294709,43496.107833,easy,long,long,M3
1,83,4,953.871042,42.425417,748.492458,162.06075,easy,long,short,M3
1,82,503,30762.254833,41.062541,624.351084,30096.345666,easy,long,long,M3
1,84,54,3708.585916,41.569333,756.197125,2909.982833,easy,long,short,M3
1,83,695,43107.649667,41.676875,878.568041,42186.911042,easy,long,long,M3
1,85,51,3545.90225,42.292833,772.732833,2730.218667,easy,long,short,M3
1,84,630,39089.357542,42.240667,879.504916,38167.15475,easy,long,long,M3
1,91,16,1590.2325,43.188084,736.985125,809.415542,easy,long,short,M3
1,90,586,35910.571125,40.891,619.716583,35249.472209,easy,long,long,M3
1,86,5,990.64825,41.993667,733.414667,214.645125,easy,long,short,M3
1,85,432,26555.592833,40.722375,599.531292,25914.8985,easy,long,long,M3
1,86,11,1415.107,42.035917,796.364917,576.219125,easy,long,short,M3
1,85,418,25620.942583,41.909041,613.803042,24964.764208,easy,long,long,M3
1,96,5,1029.475,41.482875,772.549208,214.605875,easy,long,short,M3
1,95,432,26708.565708,40.99625,616.147583,26050.916584,easy,long,long,M3
1,89,11,1347.048333,43.277792,753.827042,549.438875,easy,long,short,M3
1,88,511,31372.532709,42.337584,621.254666,30708.589084,easy,long,long,M3
1,84,10,1294.827666,43.501333,767.622709,483.110541,easy,long,short,M3
1,83,616,37790.130917,42.04325,615.184458,37132.284417,easy,long,long,M3
1,87,42,2984.156416,41.900208,752.275209,2189.343625,easy,long,short,M3
1,86,736,45055.668209,41.666709,730.96075,44282.54775,easy,long,long,M3
1,86,9,1160.145167,43.393708,691.064625,425.178625,easy,long,short,M3
1,85,553,34408.706791,40.239041,608.90725,33759.180292,easy,long,long,M3
1,87,10,1396.259542,42.959084,864.363417,488.32975,easy,long,short,M3
1,86,501,31890.07825,41.327708,637.954584,31210.291916,easy,long,long,M3
1,89,10,1332.434917,47.261042,803.9775,480.508292,easy,long,short,M3
1,88,573,37732.042666,41.609958,622.754333,37067.221667,easy,long,long,M3
1,83,28,2439.924334,44.9605,893.934708,1500.537292,easy,long,short,M3
1,82,841,56856.392792,50.347,903.498625,55902.15025,easy,long,long,M3
1,89,4,1074.149292,42.363333,867.237917,164.043041,easy,long,short,M3
1,88,626,42149.490125,41.433458,653.983916,41453.657667,easy,long,long,M3
1,89,4,1032.803833,43.564,819.184416,169.481417,easy,long,short,M3
1,88,480,30186.661541,41.800916,639.699459,29504.812125,easy,long,long,M3
1,93,4,1010.639917,42.29025,805.280458,162.178958,easy,long,short,M3
1,92,576,36312.652875,41.327125,630.879167,35638.610917,easy,long,long,M3
1,92,4,1013.619,41.420375,810.096208,161.385292,easy,long,short,M3
1,91,620,38525.6165,40.814375,622.704416,37861.589917,easy,long,long,M3
1,81,20,1898.011125,45.086,830.311959,1022.15525,easy,long,short,M3
1,80,717,43463.16725,41.441875,617.260041,42804.046209,easy,long,long,M3
1,94,9,1200.016083,41.271541,735.602167,422.515458,easy,long,short,M3
1,93,413,24994.081167,41.937417,619.477125,24332.246791,easy,long,long,M3
1,82,5,1023.805458,41.576125,767.421875,214.349708,easy,long,short,M3
1,81,659,41822.465917,41.015959,605.635917,41175.37475,easy,long,long,M3
1,89,6,1066.085334,43.320625,752.77625,269.459208,easy,long,short,M3
1,88,428,26520.19975,42.081583,659.954334,25817.800333,easy,long,long,M3
1,85,7,1224.2795,42.049167,860.143292,321.461958,easy,long,short,M3
1,84,605,37547.973416,42.362583,671.38625,36833.772208,easy,long,long,M3
1,92,10,1314.055083,42.551375,792.970083,478.12725,easy,long,short,M3
1,91,313,19541.395083,41.963166,631.767667,18867.251667,easy,long,long,M3
1,91,4,1051.631625,42.684042,846.9305,161.138958,easy,long,short,M3
1,90,539,33587.556041,42.945333,636.737375,32907.382334,easy,long,long,M3
1,87,4,1039.707667,40.726834,837.913125,160.34925,easy,long,short,M3
1,86,638,39391.134958,41.148375,647.908084,38701.601041,easy,long,long,M3
1,94,10,1313.520459,43.319625,793.41325,475.974958,easy,long,short,M3
1,93,491,30131.551833,41.592583,647.351458,29442.088292,easy,long,long,M3
1,83,8,1211.206625,42.884917,796.022042,371.844166,easy,long,short,M3
1,82,412,25475.727042,41.652125,629.481417,24804.175792,easy,long,long,M3
1,80,12,1561.717875,42.562916,900.828583,617.879042,easy,long,short,M3
1,79,638,40374.353875,41.45325,636.070583,39696.412375,easy,long,long,M3
1,93,3,1081.844875,44.859416,928.056875,108.412125,easy,long,short,M3
1,92,598,37192.378333,41.860958,629.450167,36520.648708,easy,long,long,M3
1,86,12,1539.504375,42.378417,902.743042,593.805583,easy,long,short,M3
1,85,652,39685.096125,41.735958,627.266208,39015.599292,easy,long,long,M3
1,86,14,1507.36775,42.798792,775.861292,688.209833,easy,long,short,M3
1,85,555,34345.719834,41.059917,622.3985,33681.840542,easy,long,long,M3
1,83,3,933.39525,42.324,781.998042,108.530167,easy,long,short,M3
1,82,573,37436.16725,41.301334,634.586625,36759.757916,easy,long,long,M3
1,84,34,2817.393708,46.028542,938.9775,1831.807458,easy,long,short,M3
1,83,592,40577.46575,42.685667,991.105667,39543.2025,easy,long,long,M3
1,85,48,3752.377459,47.379125,887.251458,2817.220375,easy,long,short,M3
1,84,565,37764.777166,43.64725,1012.945208,36707.708083,easy,long,long,M3
1,91,14,1612.224084,46.119542,860.296333,705.18025,easy,long,short,M3
1,90,563,37402.330083,43.004,742.054875,36616.759916,easy,long,long,M3
1,86,5,1192.872625,43.844292,905.943209,242.425541,easy,long,short,M3
1,85,458,30622.092375,45.450583,724.025625,29852.200333,easy,long,long,M3
1,86,10,1518.6555,47.191625,933.512084,537.314666,easy,long,short,M3
1,85,586,39549.1105,41.887625,674.402125,38832.463708,easy,long,long,M3
1,96,7,1293.330542,47.342583,917.209,328.227334,easy,long,short,M3
1,95,566,37503.839416,40.998166,684.725875,36777.620416,easy,long,long,M3
1,89,11,1506.560625,43.77875,872.162708,590.146542,easy,long,short,M3
1,88,604,39466.335167,46.850584,753.861125,38665.217667,easy,long,long,M3
1,84,20,1942.391958,42.388292,874.431667,1025.105542,easy,long,short,M3
1,83,543,35738.7,41.718541,681.937,35014.600708,easy,long,long,M3
1,87,25,2241.076417,45.537167,898.480291,1296.58625,easy,long,short,M3
1,86,590,39428.762875,41.947916,847.840833,38538.526834,easy,long,long,M3
1,86,5,1199.481709,46.791459,916.600292,235.663792,easy,long,short,M3
1,85,593,40299.0735,43.18075,680.755333,39574.729459,easy,long,long,M3
1,87,10,1391.496917,49.80875,854.693667,486.577041,easy,long,short,M3
1,86,652,43199.167916,41.230583,638.965833,42518.569583,easy,long,long,M3
1,89,9,1220.337709,44.309084,726.45425,449.044708,easy,long,short,M3
1,88,562,34397.460875,42.370666,653.20275,33701.414542,easy,long,long,M3
1,83,34,2567.20025,41.067792,800.290792,1725.394208,easy,long,short,M3
1,82,621,37932.279917,43.274459,702.145625,37186.453167,easy,long,long,M3
1,89,4,986.958917,43.909459,782.202,160.399709,easy,long,short,M3
1,88,802,49060.539,42.768417,627.278833,48390.011042,easy,long,long,M3
1,89,4,935.483625,41.2435,734.345375,159.483375,easy,long,short,M3
1,88,740,45371.754334,41.896625,610.683333,44718.717292,easy,long,long,M3
8,512,108,9928.262208,42.82575,3268.499667,6615.481416,easy,long,short,M3
8,511,309,23201.820792,43.594834,3372.287,19784.4415,easy,long,long,M3
8,504,84,9042.191125,43.676333,3433.781083,5563.001625,easy,long,short,M3
8,503,1152,81749.466583,40.0745,3515.926375,78192.038458,easy,long,long,M3
8,504,129,10759.041541,44.685375,3160.60275,7551.96125,easy,long,short,M3
8,503,1533,109594.580375,43.717708,3232.897125,106316.238208,easy,long,long,M3
8,498,96,9661.182291,45.01175,3504.781625,6109.367083,easy,long,short,M3
8,497,1466,108418.985542,41.237,3438.707167,104937.491958,easy,long,long,M3
8,512,90,9133.254333,43.225875,3452.024875,5636.253916,easy,long,short,M3
8,511,1479,111108.789083,41.140792,3576.098333,107490.082542,easy,long,long,M3
8,504,87,9029.822625,44.401542,3474.977958,5508.543084,easy,long,short,M3
8,503,1833,139188.391084,41.563542,3605.335375,135539.850333,easy,long,long,M3
8,504,133,12028.485,46.407541,3425.408209,8554.403125,easy,long,short,M3
8,503,1046,80245.877167,42.7225,3624.030333,76577.292959,easy,long,long,M3
8,498,151,13189.993208,48.773292,3534.74375,9604.574167,easy,long,short,M3
8,497,1661,121407.37575,43.100625,3484.592125,117878.156625,easy,long,long,M3
8,512,113,10621.412583,44.268917,3443.855583,7131.423083,easy,long,short,M3
8,511,1582,118417.204666,46.316625,3681.723375,114687.441542,easy,long,long,M3
8,504,81,8364.916417,43.676917,3379.787041,4939.343209,easy,long,short,M3
8,503,1389,101799.37475,49.163708,3321.7795,98426.524625,easy,long,long,M3
8,504,107,10143.791959,43.719917,3434.885542,6663.57,easy,long,short,M3
8,503,1473,108023.213417,41.186625,3551.897125,104428.47775,easy,long,long,M3
8,498,132,11935.845417,43.792209,3419.778416,8470.758584,easy,long,short,M3
8,497,1655,122513.671292,46.920708,3484.905041,118980.17125,easy,long,long,M3
8,512,93,9601.422208,46.885333,3680.944166,5871.939167,easy,long,short,M3
8,511,1317,97751.580417,42.9535,3510.851625,94196.133125,easy,long,long,M3
8,504,85,8769.456625,48.222083,3411.842625,5307.193917,easy,long,short,M3
8,503,1255,91828.669209,42.924959,3362.147042,88421.9325,easy,long,long,M3
8,504,117,10948.027416,56.308916,3512.334959,7377.049541,easy,long,short,M3
8,503,2137,156710.308084,47.082417,3504.30275,153157.029834,easy,long,long,M3
8,498,144,12849.179375,45.932875,3424.828833,9376.575167,easy,long,short,M3
8,497,1331,99363.662292,45.455042,3488.931291,95827.533584,easy,long,long,M3
32,1934,398,44983.92,49.87175,12502.21375,32416.6645,easy,long,short,M3
32,1933,288,41156.291458,48.96125,14158.697125,26933.9435,easy,long,long,M3
32,1934,611,65970.315375,48.468417,14362.992583,51545.145792,easy,long,short,M3
32,1933,1162,107281.55475,41.517875,12874.812,94353.491625,easy,long,long,M3
32,1934,279,34514.112292,43.092959,12431.117083,22027.704,easy,long,short,M3
32,1933,3548,323795.938583,47.342542,14425.566875,309309.037125,easy,long,long,M3
32,1934,524,58988.24475,45.38,12730.086042,46199.751375,easy,long,short,M3
32,1933,1460,130912.275625,47.773,13728.826584,117121.853625,easy,long,long,M3
128,7652,86,91237.443041,45.73625,75982.530542,15024.632333,easy,long,short,M3
128,7651,148,89502.530708,50.317625,67782.247292,21449.795917,easy,long,long,M3
1,39,2,724.706833,44.078708,620.697917,59.582125,easy,short,short,M3
1,38,362,28357.618834,43.648375,296.202584,28017.433416,easy,short,long,M3
1,37,25,1753.413833,56.396,327.961,1368.671333,easy,short,short,M3
1,36,730,45270.565334,45.685792,296.329,44928.149375,easy,short,long,M3
1,37,3,501.415375,42.66525,331.104375,127.284917,easy,short,short,M3
1,36,585,35024.75725,46.27075,260.457833,34717.6295,easy,short,long,M3
