prompts,input_tokens,output_tokens,total_time,load_time,prompt_eval_time,output_eval_time,prompt_complexity,prompt_length,output_length,device
8,499,287,6482.5437,121.2846,48.8322,6308.397,easy,long,short,RTX4060
8,502,439,9678.3299,115.2133,48.3388,9501.4677,easy,long,long,RTX4060
8,493,253,5707.455,115.5109,49.1124,5535.2516,easy,long,short,RTX4060
8,496,774,17167.2088,124.5032,44.5294,16983.6968,easy,long,long,RTX4060
8,507,270,6069.5932,117.4435,50.3686,5898.7423,easy,long,short,RTX4060
8,510,597,12994.3025,120.3632,44.772,12826.8581,easy,long,long,RTX4060
8,499,135,3174.2285,127.8735,42.7203,2999.4932,easy,long,short,RTX4060
8,502,647,14321.4519,117.0804,49.2009,14150.4178,easy,long,long,RTX4060
8,499,213,4881.9044,122.5119,56.3789,4698.9377,easy,long,short,RTX4060
8,502,535,11776.5929,110.8618,47.2739,11615.5253,easy,long,long,RTX4060
8,493,243,5467.3716,120.9341,52.8598,5283.8776,easy,long,short,RTX4060
8,496,714,15665.8805,117.9012,55.1732,15475.9252,easy,long,long,RTX4060
8,507,216,4878.463,115.9969,51.0021,4708.4559,easy,long,short,RTX4060
8,510,484,10790.6116,129.6096,45.2563,10611.4683,easy,long,long,RTX4060
8,499,148,3467.8073,116.0912,42.6732,3305.2026,easy,long,short,RTX4060
8,502,779,17100.2507,128.184,58.0325,16909.2036,easy,long,long,RTX4060
8,499,168,3887.0817,123.6615,43.8224,3716.6193,easy,long,short,RTX4060
8,502,508,11269.2764,118.7775,48.0917,11092.1392,easy,long,long,RTX4060
8,493,259,5902.6002,116.1682,54.2305,5728.6553,easy,long,short,RTX4060
8,496,869,19066.2233,111.6241,53.5742,18893.6699,easy,long,long,RTX4060
8,507,196,4470.9796,117.7734,43.0561,4306.4316,easy,long,short,RTX4060
8,510,574,12787.9955,141.0141,46.964,12595.3593,easy,long,long,RTX4060
8,499,91,2282.1255,145.5772,46.8231,2085.5623,easy,long,short,RTX4060
8,502,361,8045.0973,171.076,50.1959,7819.2887,easy,long,long,RTX4060
8,499,171,3924.0616,121.8652,49.4552,3741.1518,easy,long,short,RTX4060
8,502,505,11229.561,119.353,55.543,11052.6349,easy,long,long,RTX4060
8,493,255,5741.7651,124.5116,56.0497,5549.4718,easy,long,short,RTX4060
8,496,898,19782.0992,119.8527,54.5791,19603.7586,easy,long,long,RTX4060
32,1929,842,20048.3461,114.2796,863.5447,19031.0564,easy,long,short,RTX4060
32,1932,1372,32094.5735,131.2515,847.7712,31072.0984,easy,long,long,RTX4060
32,1929,870,20893.642,115.3337,851.4757,19892.3598,easy,long,short,RTX4060
32,1932,1881,44167.7465,113.4569,850.1521,43168.3717,easy,long,long,RTX4060
32,1929,972,23079.3431,116.6169,850.7886,22074.3466,easy,long,short,RTX4060
32,1932,887,21342.4264,119.2105,851.9611,20334.1655,easy,long,long,RTX4060
32,1929,781,18755.4078,117.003,851.1036,17739.4092,easy,long,short,RTX4060
32,1932,1229,28883.16,119.3183,847.9235,27868.5527,easy,long,long,RTX4060
128,7647,125,9984.8336,112.1026,5547.643,3733.7094,easy,long,short,RTX4060
128,7650,126,10039.5248,129.6896,5529.0717,3774.2132,easy,long,long,RTX4060
1,34,10,389.7796,160.715,16.301,211.7402,easy,short,short,RTX4060
1,37,10,359.4512,132.031,14.0787,212.2334,easy,short,long,RTX4060
1,32,49,1168.3196,137.1951,14.9675,1015.5846,easy,short,short,RTX4060
1,35,662,14294.827,120.1404,11.3679,14161.9932,easy,short,long,RTX4060
1,32,3,197.0505,117.3693,9.7841,69.0811,easy,short,short,RTX4060
1,35,369,7998.6816,139.2514,14.3963,7844.5277,easy,short,long,RTX4060
1,33,50,1170.9197,123.3614,12.79,1034.2634,easy,short,short,RTX4060
1,36,509,11035.6021,118.0568,15.0991,10896.7826,easy,short,long,RTX4060
1,33,4,223.61,123.3526,15.4695,84.283,easy,short,short,RTX4060
1,36,310,6656.1159,110.7428,10.0735,6531.4986,easy,short,long,RTX4060
1,33,3,190.6313,111.1697,13.1954,65.5844,easy,short,short,RTX4060
1,36,9,320.8054,120.7568,17.5492,177.8411,easy,short,long,RTX4060
1,32,45,1086.7629,140.1451,14.3583,931.7544,easy,short,short,RTX4060
1,35,627,13446.0927,148.2211,10.7491,13286.4415,easy,short,long,RTX4060
1,35,28,707.615,121.2478,11.1872,574.6739,easy,short,short,RTX4060
1,38,178,3827.3513,148.12,13.4285,3665.2975,easy,short,long,RTX4060
1,36,48,1112.8262,117.3973,11.4909,980.604,easy,short,short,RTX4060
1,39,214,4567.6158,137.4455,11.4479,4418.2159,easy,short,long,RTX4060
1,32,50,1162.7046,127.1074,10.8885,1015.0862,easy,short,short,RTX4060
1,35,600,12784.98,118.5021,11.9759,12650.7645,easy,short,long,RTX4060
1,35,46,1079.0364,118.9204,10.8646,948.7458,easy,short,short,RTX4060
1,38,157,3373.7056,111.8432,11.0952,3250.0518,easy,short,long,RTX4060
1,35,12,389.6153,126.9321,10.9193,251.2555,easy,short,short,RTX4060
1,38,7,296.0931,130.294,15.6651,149.6291,easy,short,long,RTX4060
1,33,51,1200.5014,123.8765,11.3443,1064.2225,easy,short,short,RTX4060
1,36,497,10745.2918,110.5947,10.7895,10623.4024,easy,short,long,RTX4060
1,32,4,212.2135,115.7263,13.2085,82.7721,easy,short,short,RTX4060
1,35,268,5781.6081,116.3257,36.0997,5628.6711,easy,short,long,RTX4060
1,32,5,248.4712,130.008,11.3912,106.4073,easy,short,short,RTX4060
1,35,197,4276.0818,120.1347,13.6317,4142.3154,easy,short,long,RTX4060
1,34,23,642.7754,126.5191,13.523,502.1835,easy,short,short,RTX4060
1,37,389,8464.55,119.8502,16.4994,8327.1942,easy,short,long,RTX4060
1,33,10,372.6605,149.5725,13.6922,208.8291,easy,short,short,RTX4060
1,36,283,6137.5791,118.0626,14.2914,6004.72,easy,short,long,RTX4060
1,35,9,334.7246,128.083,17.0268,188.6194,easy,short,short,RTX4060
1,38,103,2313.662,129.327,16.0354,2167.5814,easy,short,long,RTX4060
1,31,59,1392.6735,140.5773,17.1968,1234.1205,easy,short,short,RTX4060
1,34,381,8381.475,136.1042,11.2556,8233.6113,easy,short,long,RTX4060
1,33,43,1040.6088,126.236,11.0136,902.8398,easy,short,short,RTX4060
1,36,267,5794.0912,115.7296,12.9363,5665.4253,easy,short,long,RTX4060
1,32,57,1320.2217,123.6468,12.6138,1183.2648,easy,short,short,RTX4060
1,35,506,10993.9674,115.9889,12.7042,10863.7438,easy,short,long,RTX4060
1,31,49,1143.9275,114.1566,15.1886,1014.0254,easy,short,short,RTX4060
1,34,378,8246.6127,133.6861,16.0269,8096.3937,easy,short,long,RTX4060
1,32,54,1257.4759,120.6344,10.9564,1125.3791,easy,short,short,RTX4060
1,35,497,10911.5051,117.2989,11.1801,10783.0261,easy,short,long,RTX4060
1,34,39,941.4212,116.7443,11.0876,813.5893,easy,short,short,RTX4060
1,37,139,3017.0932,119.2719,10.9954,2886.3207,easy,short,long,RTX4060
1,37,11,357.2671,115.1333,15.6536,225.9756,easy,short,short,RTX4060
1,40,212,4583.9722,114.3558,11.0079,4456.5351,easy,short,long,RTX4060
1,32,46,1143.1528,134.1526,11.4533,997.5469,easy,short,short,RTX4060
1,35,380,8259.2601,140.1784,11.225,8107.3527,easy,short,long,RTX4060
1,35,14,420.0593,117.5751,15.8633,286.1162,easy,short,short,RTX4060
1,38,299,6551.6205,119.213,16.6877,6411.9814,easy,short,long,RTX4060
1,33,20,600.8478,115.6418,10.3111,442.7279,easy,short,short,RTX4060
1,36,281,6146.877,113.32,10.4052,6011.8637,easy,short,long,RTX4060
1,32,49,1143.8072,111.606,13.6515,1010.2259,easy,short,short,RTX4060
1,35,532,11587.3628,121.391,10.9704,11453.4666,easy,short,long,RTX4060
1,32,58,1332.9619,110.3537,13.6937,1208.4095,easy,short,short,RTX4060
1,35,543,11758.9471,153.9929,13.3026,11591.0383,easy,short,long,RTX4060
1,32,58,1334.1524,118.8905,11.0069,1203.7472,easy,short,short,RTX4060
1,35,483,10480.4002,117.4928,11.3858,10350.4758,easy,short,long,RTX4060
1,31,37,894.9963,121.422,10.4713,762.5971,easy,short,short,RTX4060
1,34,360,7706.2503,125.6033,12.7016,7567.3181,easy,short,long,RTX4060
8,103,170,3738.8841,114.1663,11.6169,3610.1885,easy,short,short,RTX4060
8,106,632,13940.8561,115.2016,11.9556,13812.701,easy,short,long,RTX4060
8,108,161,3522.2502,111.0532,10.7674,3398.9915,easy,short,short,RTX4060
8,111,563,12189.0724,111.0289,15.4392,12060.8065,easy,short,long,RTX4060
8,100,122,2708.0852,123.337,11.9433,2562.5006,easy,short,short,RTX4060
8,103,466,10123.0091,113.042,14.2358,9994.4195,easy,short,long,RTX4060
8,103,155,3370.4447,97.7642,13.0359,3259.1383,easy,short,short,RTX4060
8,106,557,12109.6636,119.3197,11.0652,11978.2618,easy,short,long,RTX4060
8,105,148,3295.7528,145.1257,11.4458,3137.1065,easy,short,short,RTX4060
8,108,485,10517.6739,111.1353,16.2859,10388.1814,easy,short,long,RTX4060
8,101,189,4074.8953,115.8654,10.9268,3941.0261,easy,short,short,RTX4060
8,104,794,16993.0026,120.847,25.842,16844.9173,easy,short,long,RTX4060
8,99,139,3054.177,114.8172,11.0316,2927.0551,easy,short,short,RTX4060
8,102,788,17032.5317,121.1659,11.131,16895.7832,easy,short,long,RTX4060
8,103,190,4220.384,117.0417,11.7222,4090.3164,easy,short,short,RTX4060
8,106,793,17130.4957,114.1867,11.3959,17003.2947,easy,short,long,RTX4060
8,101,175,3799.4275,130.4975,11.8664,3646.8083,easy,short,short,RTX4060
8,104,499,10788.1963,123.9389,10.868,10651.6708,easy,short,long,RTX4060
8,100,181,3949.029,120.19,10.9358,3815.3123,easy,short,short,RTX4060
8,103,1037,22297.2133,131.009,12.4795,22150.0086,easy,short,long,RTX4060
8,103,187,4069.1153,119.3803,23.6998,3925.4842,easy,short,short,RTX4060
8,106,1098,23653.2068,117.7764,10.8612,23523.4445,easy,short,long,RTX4060
8,96,153,3318.6026,114.3031,10.5009,3192.0304,easy,short,short,RTX4060
8,99,825,17608.6623,113.1974,11.3121,17480.2494,easy,short,long,RTX4060
8,101,125,2734.4136,114.7225,13.1353,2601.5263,easy,short,short,RTX4060
8,104,246,5325.8571,122.3286,16.5168,5176.4485,easy,short,long,RTX4060
8,104,109,2504.8298,120.1868,11.1562,2372.4464,easy,short,short,RTX4060
8,107,554,12030.3201,116.7788,11.8309,11899.1882,easy,short,long,RTX4060
8,97,210,4621.2975,120.0769,14.1843,4485.3874,easy,short,short,RTX4060
8,100,731,15711.1839,106.3964,12.0718,15591.5898,easy,short,long,RTX4060
8,106,119,2611.3995,119.7984,11.0341,2472.6559,easy,short,short,RTX4060
8,109,178,3859.0065,116.9674,11.2954,3729.3984,easy,short,long,RTX4060
32,345,572,12545.3639,115.884,11.4282,12411.7867,easy,short,short,RTX4060
32,348,1163,25504.3861,106.3373,11.5271,25375.7703,easy,short,long,RTX4060
32,339,183,4228.0982,104.6148,12.7866,4103.8414,easy,short,short,RTX4060
32,342,800,17436.089,117.8684,15.4909,17294.8737,easy,short,long,RTX4060
32,331,456,10102.1023,114.8412,10.8974,9970.0857,easy,short,short,RTX4060
32,334,1567,34349.3692,120.555,10.8554,34211.5202,easy,short,long,RTX4060
32,339,401,8958.3439,115.1715,10.4069,8827.154,easy,short,short,RTX4060
32,342,567,12488.5146,115.8733,9.9358,12355.8957,easy,short,long,RTX4060
128,1285,347,8408.145,112.0333,543.7131,7671.4138,easy,short,short,RTX4060
128,1288,388,9413.4626,127.1016,525.8754,8685.7392,easy,short,long,RTX4060
1,103,59,1381.9858,111.9929,12.0811,1251.8209,hard,long,short,RTX4060
1,106,642,13880.598,121.5017,13.1393,13745.4521,hard,long,long,RTX4060
1,84,102,2285.8175,124.4391,10.2601,2150.6127,hard,long,short,RTX4060
1,87,536,11587.3818,126.7466,10.9198,11449.2113,hard,long,long,RTX4060
1,93,77,1741.5042,111.6311,15.0671,1614.2768,hard,long,short,RTX4060
1,96,668,14337.0593,123.7715,10.1381,14196.5536,hard,long,long,RTX4060
1,86,64,1464.3847,115.8046,10.2127,1337.8627,hard,long,short,RTX4060
1,89,635,13707.8297,112.4363,11.7832,13582.9083,hard,long,long,RTX4060
1,83,65,1501.2444,135.4664,11.5143,1353.7586,hard,long,short,RTX4060
1,86,464,10066.1143,114.7254,12.9994,9929.0056,hard,long,long,RTX4060
1,83,63,1440.1057,116.1776,11.612,1311.7867,hard,long,short,RTX4060
1,86,575,12409.0489,118.2081,10.7123,12279.625,hard,long,long,RTX4060
1,79,63,1434.4587,115.2294,10.6115,1308.1119,hard,long,short,RTX4060
1,82,783,16702.6934,113.3258,9.3961,16574.8196,hard,long,long,RTX4060
1,86,54,1256.6047,114.8118,15.9583,1124.4067,hard,long,short,RTX4060
1,89,682,14660.3922,118.8994,10.8516,14529.6122,hard,long,long,RTX4060
1,88,61,1405.3719,115.2161,14.2561,1274.9436,hard,long,short,RTX4060
1,91,664,14542.6724,112.1985,10.6653,14415.3182,hard,long,long,RTX4060
1,79,59,1391.2961,118.4852,10.648,1261.6544,hard,long,short,RTX4060
1,82,580,12776.4545,124.03,14.8464,12637.0733,hard,long,long,RTX4060
1,84,83,1913.5707,118.5034,12.5928,1775.2651,hard,long,short,RTX4060
1,87,729,16041.8394,121.7478,10.0543,15909.0389,hard,long,long,RTX4060
1,83,89,2016.2054,111.7351,11.7444,1892.2214,hard,long,short,RTX4060
1,86,491,10623.0514,151.1069,10.6513,10460.7882,hard,long,long,RTX4060
1,87,55,1288.8714,114.9609,12.2982,1161.1088,hard,long,short,RTX4060
1,90,422,9174.1506,128.9748,10.604,9034.0651,hard,long,long,RTX4060
1,80,78,1781.594,148.3011,11.1737,1621.6139,hard,long,short,RTX4060
1,83,696,14849.7722,122.9947,10.8982,14715.3732,hard,long,long,RTX4060
1,78,75,1695.8069,109.0124,11.81,1574.4794,hard,long,short,RTX4060
1,81,567,12308.4693,117.3131,10.6575,12179.9922,hard,long,long,RTX4060
1,75,63,1437.8925,115.4739,10.6081,1307.9855,hard,long,short,RTX4060
1,78,590,12630.3173,134.9843,11.987,12482.84,hard,long,long,RTX4060
1,82,113,2485.2589,131.421,11.7945,2341.1889,hard,long,short,RTX4060
1,85,472,10207.4359,117.3009,11.1782,10078.9568,hard,long,long,RTX4060
1,77,71,1633.3878,122.6525,10.8577,1499.2311,hard,long,short,RTX4060
1,80,597,12951.4081,113.9017,10.0463,12826.9553,hard,long,long,RTX4060
1,84,81,1808.4862,115.9309,15.1206,1670.5892,hard,long,short,RTX4060
1,87,572,12442.0949,117.2275,12.2832,12308.8318,hard,long,long,RTX4060
1,82,52,1244.4246,124.6342,14.3176,1103.2395,hard,long,short,RTX4060
1,85,614,13289.4981,109.9807,10.7871,13167.6623,hard,long,long,RTX4060
1,91,72,1633.851,112.733,12.2385,1508.3748,hard,long,short,RTX4060
1,94,589,12699.2081,115.7362,11.7262,12561.4949,hard,long,long,RTX4060
1,79,53,1235.3862,120.2564,11.144,1096.9509,hard,long,short,RTX4060
1,82,704,15017.8131,111.7364,10.1446,14894.7991,hard,long,long,RTX4060
1,77,68,1544.1348,120.9255,12.0506,1409.5917,hard,long,short,RTX4060
1,80,617,13494.3308,122.3906,11.0358,13360.3993,hard,long,long,RTX4060
1,75,54,1259.8621,110.1646,11.5852,1137.0984,hard,long,short,RTX4060
1,78,590,12738.3907,116.5286,10.8022,12601.4276,hard,long,long,RTX4060
1,72,53,1219.0007,113.1927,10.4721,1094.9042,hard,long,short,RTX4060
1,75,435,9387.3557,121.6136,14.1064,9251.1184,hard,long,long,RTX4060
1,81,96,2151.631,126.151,15.7372,2008.9216,hard,long,short,RTX4060
1,84,526,11507.8763,132.6647,13.3243,11352.1976,hard,long,long,RTX4060
1,80,78,1761.7103,120.0378,14.2033,1625.4993,hard,long,short,RTX4060
1,83,733,15665.2131,106.0742,10.555,15538.4605,hard,long,long,RTX4060
1,78,57,1319.6565,118.0804,13.6223,1187.0914,hard,long,short,RTX4060
1,81,524,11472.4908,118.9882,16.9529,11336.0462,hard,long,long,RTX4060
1,75,65,1507.1559,122.6861,13.3533,1370.6114,hard,long,short,RTX4060
1,78,514,11101.6395,115.803,11.6884,10968.6783,hard,long,long,RTX4060
1,76,77,1731.7466,121.476,13.9024,1583.7746,hard,long,short,RTX4060
1,79,604,12979.9608,117.602,11.778,12850.0757,hard,long,long,RTX4060
1,74,77,1774.4841,131.7128,18.2945,1623.5184,hard,long,short,RTX4060
1,77,547,11883.7893,153.1636,11.4516,11718.6698,hard,long,long,RTX4060
1,75,53,1263.8999,135.9701,13.7302,1113.4014,hard,long,short,RTX4060
1,78,537,11662.3947,169.712,19.3879,11471.4568,hard,long,long,RTX4060
8,536,394,8948.3009,123.6936,262.4807,8558.0927,hard,long,short,RTX4060
8,539,1756,39028.0355,122.7779,257.3993,38643.6906,hard,long,long,RTX4060
8,493,297,6662.3566,126.162,51.2124,6480.9791,hard,long,short,RTX4060
8,496,1356,30061.6235,116.6507,48.5699,29892.2412,hard,long,long,RTX4060
8,486,313,6975.9267,118.6547,52.8452,6801.3711,hard,long,short,RTX4060
8,489,790,17319.5303,124.9094,51.6446,17137.2631,hard,long,long,RTX4060
8,450,296,6665.8822,116.0025,43.5054,6493.6318,hard,long,short,RTX4060
8,453,1583,34970.9002,117.2507,43.3067,34802.0126,hard,long,long,RTX4060
8,536,373,8459.9682,126.1175,255.4008,8074.3108,hard,long,short,RTX4060
8,539,1747,38719.5924,111.6824,249.9279,38348.4484,hard,long,long,RTX4060
8,493,273,6190.6636,126.4438,44.0154,6015.9932,hard,long,short,RTX4060
8,496,1245,27523.7274,125.5628,45.7837,27348.3178,hard,long,long,RTX4060
8,486,450,9975.0986,119.1527,54.8557,9790.0348,hard,long,short,RTX4060
8,489,1208,26393.3166,115.963,56.1344,26213.7869,hard,long,long,RTX4060
8,450,340,7588.6259,121.2925,53.4675,7411.3494,hard,long,short,RTX4060
8,453,1894,42057.5974,111.1464,49.0084,41891.079,hard,long,long,RTX4060
8,536,387,8743.6022,153.9192,253.7828,8331.1946,hard,long,short,RTX4060
8,539,2158,48333.2996,171.2904,255.2912,47902.4543,hard,long,long,RTX4060
8,493,304,6898.7806,117.2015,44.5018,6732.5405,hard,long,short,RTX4060
8,496,1489,32790.7242,136.1315,48.9212,32601.5471,hard,long,long,RTX4060
8,486,430,9561.407,136.9181,52.9384,9366.9895,hard,long,short,RTX4060
8,489,1219,26931.4982,119.4472,57.0629,26751.8174,hard,long,long,RTX4060
8,450,283,6423.5933,115.5612,46.0446,6258.3788,hard,long,short,RTX4060
8,453,1399,31126.0496,116.9821,54.6631,30953.5065,hard,long,long,RTX4060
8,536,312,7070.8003,120.2494,252.8096,6693.7015,hard,long,short,RTX4060
8,539,1627,36167.843,122.9291,248.0898,35793.7385,hard,long,long,RTX4060
8,493,275,6169.473,133.8637,45.7433,5987.1338,hard,long,short,RTX4060
8,496,1184,26136.7904,112.859,43.0482,25977.0946,hard,long,long,RTX4060
8,486,334,7442.6721,122.95,53.5496,7262.8185,hard,long,short,RTX4060
8,489,1358,29742.9313,119.1714,47.7846,29572.8522,hard,long,long,RTX4060
8,450,347,7735.7448,120.683,39.4966,7573.0481,hard,long,short,RTX4060
8,453,1475,32630.0413,107.4239,38.182,32474.7982,hard,long,long,RTX4060
32,1896,1293,30331.6746,112.2735,807.1063,29374.1769,hard,long,short,RTX4060
32,1899,4246,102198.6609,117.6314,806.3638,101237.077,hard,long,long,RTX4060
32,1896,1423,33516.1091,117.0722,809.1084,32552.5159,hard,long,short,RTX4060
32,1899,3916,93539.8262,131.7342,806.9426,92564.6095,hard,long,long,RTX4060
32,1896,1200,28234.8515,106.0743,800.2831,27280.6936,hard,long,short,RTX4060
32,1899,2975,70419.7144,121.1307,807.7215,69452.3461,hard,long,long,RTX4060
32,1896,1511,35525.5734,105.7633,810.1803,34569.8553,hard,long,short,RTX4060
32,1899,4801,116612.2638,135.7078,809.6893,115619.4231,hard,long,long,RTX4060
128,7515,234,12909.3132,128.348,5429.8889,6648.8765,hard,long,short,RTX4060
128,7518,326,15210.5148,117.8576,5446.4561,9075.8018,hard,long,long,RTX4060
1,38,71,1612.6272,126.0952,13.2584,1472.7676,hard,short,short,RTX4060
1,41,541,11680.4067,114.9459,9.9946,11550.3899,hard,short,long,RTX4060
1,33,69,1569.8612,130.5457,11.6071,1427.1983,hard,short,short,RTX4060
1,36,473,10252.243,118.1444,17.2954,10116.2978,hard,short,long,RTX4060
1,37,69,1552.0771,109.6117,10.4252,1426.5703,hard,short,short,RTX4060
1,40,644,13994.6585,116.0036,11.9937,13866.1564,hard,short,long,RTX4060
1,34,73,1721.5729,134.9643,11.3056,1574.2837,hard,short,short,RTX4060
1,37,499,10787.6231,115.2965,11.9862,10649.2065,hard,short,long,RTX4060
1,34,62,1450.3659,132.8031,10.4709,1306.5853,hard,short,short,RTX4060
1,37,677,14627.9542,130.095,13.303,14484.051,hard,short,long,RTX4060
1,36,66,1499.4337,118.8719,11.8029,1368.2359,hard,short,short,RTX4060
1,39,459,9933.2417,148.2925,13.0303,9771.4131,hard,short,long,RTX4060
1,33,57,1319.0114,117.1276,14.4866,1186.8911,hard,short,short,RTX4060
1,36,569,12235.8807,141.3776,11.1828,12082.8155,hard,short,long,RTX4060
1,33,52,1210.6452,122.192,11.8359,1067.6548,hard,short,short,RTX4060
1,36,422,9198.7408,109.1857,17.1376,9070.6294,hard,short,long,RTX4060
1,34,62,1452.8363,119.4678,16.3195,1313.3865,hard,short,short,RTX4060
1,37,441,9559.8284,153.3345,12.3099,9393.1791,hard,short,long,RTX4060
1,33,86,1912.7324,130.5293,11.6057,1770.093,hard,short,short,RTX4060
1,36,476,10387.7079,132.2077,11.4608,10243.5208,hard,short,long,RTX4060
1,36,67,1560.1879,150.3018,10.9089,1398.4185,hard,short,short,RTX4060
1,39,492,10642.5542,113.134,10.5263,10518.3879,hard,short,long,RTX4060
1,36,55,1318.5593,162.9916,9.7789,1145.0502,hard,short,short,RTX4060
1,39,477,10400.774,128.2954,13.5265,10258.4479,hard,short,long,RTX4060
